32015;112
28031;116
31382;119
27978;118
27860;120
32665;140
28437;196
28662;121
30865;121
33637;170
30058;154
29762;123
29959;125
33419;194
27003;136
26987;116
31622;113
28616;115
35171;118
34080;117
27727;127
29621;130
29479;123
29554;118
30283;169
29113;128
30472;220
35141;114
27630;119
27326;123
33337;122
27794;132
27688;119
29143;118
27780;127
31365;134
31743;113
27317;125
30746;147
31835;112
29203;116
28309;162
31935;115
29056;119
30892;113
30672;119
27219;116
30879;164
31767;126
27753;130
27386;135
30622;122
30706;125
27348;124
33749;125
28706;157
27724;126
28843;161
32715;114
34190;118
27388;117
33644;116
27061;125
26917;125
35500;119
28959;120
28957;115
29246;113
28936;118
29087;115
32791;115
29010;115
29006;122
31723;123
26697;125
35722;119
27249;114
27519;117
32469;123
27712;118
31446;120
28375;122
30278;118
28222;119
31794;121
32005;121
27344;120
29564;120
29851;118
31672;114
33650;123
30296;120
27852;119
27568;118
31756;121
29977;120
27228;117
33599;114
27352;114
32111;116
27146;121
29839;123
27167;120
33084;112
27757;114
31418;114
28968;116
31784;119
29104;111
28878;119
31496;114
27873;124
26990;110
32261;142
26913;116
26902;110
33120;128
27878;112
27855;116
31011;119
28167;128
27378;111
31268;113
30625;115
29671;112
27720;111
33011;110
28156;115
27719;114
31283;117
27597;119
33417;118
27545;114
31049;118
27590;140
31221;117
27415;126
27450;127
31123;118
27334;116
27005;116
33271;123
27239;132
27054;117
33198;125
27237;121
27015;121
31635;171
27836;133
27213;122
33519;129
27036;132
28836;178
28981;127
26950;115
30849;117
26827;116
36260;122
27015;117
27169;116
29639;114
27085;130
30987;120
32672;124
27351;126
28134;129
29874;133
27867;133
27740;135
32664;129
28869;179
27770;129
30314;130
27423;136
30772;127
31197;128
27911;153
27547;126
31538;125
27408;132
28165;180
33520;121
28872;126
27243;119
31116;121
27070;114
30991;115
30828;114
27257;118
30889;116
27382;121
30075;117
27654;127
37087;124
27994;140
28600;179
27524;142
31658;126
27754;127
27682;133
31905;155
29282;129
29277;148
32969;126
28377;172
28481;170
31358;194
27984;167
30330;178
32553;120
29040;120
29213;202
32739;121
33410;118
28573;120
32943;125
28699;120
27611;135
31228;137
27583;132
27453;145
32455;125
27469;132
27751;136
30274;174
30069;130
27378;128
30233;118
33541;121
27485;122
27529;130
30689;128
27853;130
27690;129
31647;158
27533;125
37305;127
27464;134
27334;119
30351;117
33008;120
26796;110
26608;119
31552;112
26743;121
26519;117
29253;115
26572;115
30485;119
30771;124
26603;120
30405;126
29941;118
26805;122
30095;120
31319;121
27600;127
27174;114
31150;119
27222;116
27491;119
30945;114
31140;118
27315;124
31402;128
30033;118
27498;121
31414;136
33100;122
27027;118
27592;110
31038;112
27370;108
31110;105
31128;119
27156;111
27185;110
31161;110
28706;111
27312;105
30976;107
27332;115
30378;113
29506;105
26682;121
29337;107
29335;106
26711;109
30245;112
30899;110
26776;113
34827;118
29508;119
27678;128
32213;115
27638;119
31207;128
27625;121
30046;130
32064;185
29159;129
29029;113
32835;147
28681;118
27947;120
32873;122
28820;166
28755;160
37185;118
26864;114
26977;128
30747;112
26934;111
30721;126
29439;112
26766;115
30658;155
30717;133
26862;138
31091;141
31080;130
27472;140
27098;145
32571;123
26940;127
27013;131
32311;129
27103;130
27412;136
29465;133
31148;126
27257;124
30107;128
29918;125
27333;129
30149;131
31414;138
27545;131
35119;128
27561;129
27564;129
32954;126
26941;122
30954;226
27244;127
29523;122
26930;125
29593;126
30834;128
26790;139
31073;133
31146;128
27067;129
34831;129
27668;130
32467;129
27299;124
31717;120
29110;121
29440;125
34542;124
27320;121
27758;125
27218;127
31507;124
27140;128
27273;129
33586;124
27264;126
27682;134
32429;130
27372;140
27313;125
31056;131
27075;130
33302;125
27471;135
31439;123
27600;130
30945;125
27340;125
29763;126
31169;130
28851;131
27107;132
32137;116
29273;118
29170;124
32511;121
28684;120
29076;117
32478;123
27010;115
27003;118
31847;115
26873;111
30696;114
26866;111
31953;112
26855;111
30947;112
30492;113
27027;110
29655;121
30514;119
27060;115
30553;119
29468;116
26665;135
31094;170
29226;118
26885;118
29613;118
31017;125
27057;117
30530;118
29711;117
35297;120
29223;139
27258;111
29902;110
27214;111
32658;117
27227;114
27230;111
33644;120
27538;119
27418;120
33102;127
29329;140
29464;126
35869;131
28965;149
27952;131
27665;119
30779;130
29602;128
29201;120
34911;174
29466;172
28765;126
34307;167
29788;157
28708;116
27901;123
27666;114
31415;123
32234;128
27098;123
27361;123
33404;130
27340;129
27224;124
30837;181
27293;131
31078;123
30822;123
27029;125
27835;130
31060;121
27218;127
30629;139
31028;116
27099;118
34053;116
28643;129
26781;119
30432;132
26957;116
30338;122
26753;115
29404;120
30519;113
27113;117
30760;121
32525;112
26711;109
26727;127
31870;110
26775;107
26677;117
31462;114
26724;111
31138;118
30311;120
27133;121
29768;130
31284;121
28063;122
27716;139
32286;128
29016;137
29184;130
32210;119
27805;118
27649;125
29882;123
27806;125
30525;137
36581;126
26855;116
27139;120
27157;166
31137;114
27028;122
27080;139
33193;120
27148;124
27481;127
33552;128
27213;149
27441;129
32036;156
27731;148
27452;130
32177;157
27288;134
27270;144
32655;118
27319;119
27455;118
32624;118
27426;123
27491;129
32378;122
27187;129
27313;134
31106;126
27378;133
27312;133
32358;129
27630;129
27364;133
30631;140
27555;131
27562;134
29955;131
30642;140
27303;133
29524;135
30769;146
27029;131
30370;133
30839;136
27106;138
29698;119
30989;120
32767;170
29549;346
31320;128
27618;125
33140;165
28016;115
33131;151
28117;165
31288;121
27223;120
31104;121
29705;123
28628;120
27265;128
33068;137
27375;129
27463;133
33054;140
27558;131
27621;142
29606;179
27464;152
31311;135
27401;127
31881;178
27857;137
26822;124
31647;128
26659;126
30521;120
30018;106
26428;117
30263;112
30587;123
26585;118
29248;122
29312;116
26656;117
29257;110
30649;119
26616;117
29243;122
29543;128
26587;131
30794;115
30338;122
26761;110
29628;114
29522;110
27016;112
30623;119
30276;124
27795;175
33087;125
28854;130
28097;144
31511;125
36313;119
30001;125
29631;124
29401;131
29453;186
28070;146
28473;134
30451;153
28189;150
28078;133
31000;130
29997;144
29699;130
30133;134
27736;141
27876;157
31868;133
28046;136
28068;130
29970;135
27782;129
31611;129
31837;137
29098;134
27776;131
32434;160
28828;137
29056;137
31520;141
28690;138
27438;159
29972;139
27583;134
31708;132
31268;137
28923;130
29099;141
28348;137
30999;132
28180;137
28176;130
30858;134
28254;133
28079;134
30624;138
28268;121
28277;123
31959;120
28997;119
28247;121
30850;120
27959;123
28977;123
32707;127
28934;119
27933;127
31372;138
28172;178
28054;128
30894;129
28440;127
28955;125
31093;124
27799;127
27507;131
29781;126
27626;131
31667;125
31571;126
27944;126
27930;143
30873;140
37175;141
27287;163
27112;141
29949;147
27128;140
30955;149
30585;142
27127;141
31694;134
30474;133
27163;138
29862;136
30559;140
27048;137
30845;133
30316;138
26954;138
30799;133
30955;148
32016;185
32539;145
29480;187
28726;138
27731;134
32637;140
27208;138
27163;138
32019;144
28981;141
27779;140
30809;145
27149;157
31984;191
27851;143
28812;144
27322;147
30930;139
31391;138
27829;141
27254;138
32559;146
27416;139
27607;136
32829;195
27847;187
28203;136
29082;196
27927;133
31405;145
31319;138
27260;129
35945;135
27405;131
28065;130
33484;134
28123;136
32575;130
31820;148
27269;130
27355;137
31241;155
28948;196
28445;202
28573;141
32450;135
28430;174
27544;199
27690;164
32053;142
26908;136
27674;190
29480;169
27291;144
29697;142
31300;170
29005;144
27772;138
34982;134
29670;139
28840;143
28108;138
27694;151
31399;133
32446;137
29308;130
28619;138
32171;134
31883;136
27352;130
30105;134
27390;145
30881;129
30193;127
28970;137
27025;157
32567;151
27801;125
28312;130
31517;136
27243;127
31246;125
31126;126
27401;129
28908;128
28149;127
30733;127
27392;124
29784;131
30508;136
26928;126
31133;131
29553;136
27291;128
31192;135
30575;138
28210;133
29583;123
32356;115
29390;115
33073;232
30468;124
27444;126
28755;128
33693;128
27816;137
28357;130
30366;133
27998;180
30905;142
30115;128
27537;129
31375;139
31331;139
28748;132
28601;132
31471;133
27732;124
27597;128
30076;131
31097;150
27346;125
27344;127
32145;126
27368;122
27211;126
32211;126
27543;134
27442;138
32305;136
27481;130
27631;144
29944;128
27337;130
29805;127
30329;127
27135;125
31241;124
30297;124
26761;119
30361;123
30530;129
26566;124
30821;122
29326;123
26915;159
30577;127
30495;126
26856;119
30702;112
30393;119
26915;128
30215;113
26562;116
33059;120
26857;115
26700;116
32055;121
26571;227
29279;135
30672;121
26604;121
30502;130
30505;120
27402;130
31072;116
30255;116
27403;117
32004;133
30646;123
26524;120
30331;122
33091;152
28086;139
28967;144
32702;191
28907;195
28875;132
34300;140
27627;137
27531;136
31718;143
27304;134
27634;140
31586;154
27364;137
27624;142
27668;145
32405;162
27561;142
27591;142
31724;141
27494;146
27474;140
29637;137
30482;148
27767;190
32611;143
27698;137
29008;190
32284;129
28967;129
29143;133
31297;122
27444;122
27350;139
34371;124
30843;122
27577;130
31729;129
36545;265
26994;125
27152;125
27087;125
30641;124
30013;131
27294;137
31106;129
30051;128
27671;136
33334;134
